model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Qwen/Qwen3.5-0.8B,pp2048,22881.508921927754,541.7059972594152,22881.508921927754,541.7059972594152,,,,,103.55101401607196,2.158228679222865,89.61394429206848,2.158228679222865,103.55101401607196,2.158228679222865
Qwen/Qwen3.5-0.8B,tg128,115.21571178509078,4.844226774270542,115.21571178509078,4.844226774270542,116.33333333333333,4.784233364802441,116.33333333333333,4.784233364802441,,,,,,
