model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
nvidia/Qwen3.6-35B-A3B-NVFP4,pp2048 (c4),6420.251996204514,41.09906296527113,1778.0188504476102,276.6992785002,,,,,1187.9893716347094,153.41210270879253,1176.2459554011004,153.41210270879247,1187.9893716347094,153.41210270879253
nvidia/Qwen3.6-35B-A3B-NVFP4,tg128 (c4),222.00340080501937,14.114189712250719,66.700170665364,5.662822588993496,293.6666666666667,20.49932248202906,74.41666666666667,5.49936865063214,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_pp @ d4096 (c4),6443.409771949278,184.97761661284676,1816.508275658046,342.0578850275652,,,,,2338.105975805471,363.4377362459148,2324.23389237374,363.4377362459149,2338.105975805471,363.4377362459148
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_tg @ d4096 (c4),182.93892676843902,6.962134143571322,64.70937047155188,9.009465150802464,321.3333333333333,7.363574011458175,81.0,4.654746681256314,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,pp2048 @ d4096 (c4),2180.300592337454,20.704356249635957,585.6170597503179,66.40947886158528,,,,,3551.337493273119,355.44040245108886,3537.465409841389,355.44040245108886,3551.337493273119,355.44040245108886
nvidia/Qwen3.6-35B-A3B-NVFP4,tg128 @ d4096 (c4),190.06289963508326,10.919458995495946,67.93192698409847,11.848669987372483,320.0,10.424330514074594,80.41666666666667,6.40908643169125,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_pp @ d8192 (c4),6586.0028431234905,46.240923692284355,1731.6124559322088,138.71576476505072,,,,,4775.360354105942,348.36757232677684,4759.953090183748,348.36757232677684,4775.360354105942,348.36757232677684
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_tg @ d8192 (c4),185.30529196149192,8.09185211267699,63.92879704883493,9.514972597987182,289.3333333333333,1.8856180831641267,73.0,5.180090089306685,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,pp2048 @ d8192 (c4),1287.139959149126,10.042239832332328,335.71221759558784,22.57239372516647,,,,,6141.6269408849375,383.11642074073393,6126.2196769627435,383.1164207407339,6141.6269408849375,383.11642074073393
nvidia/Qwen3.6-35B-A3B-NVFP4,tg128 @ d8192 (c4),181.7511566247326,6.097312991589985,64.24610699715346,8.683290095694927,318.3333333333333,1.699673171197595,81.25,5.149838185160125,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_pp @ d16384 (c4),6178.061754918616,64.6178381860725,1584.6707531579211,67.77413196864524,,,,,10369.954041748619,424.0320204910175,10358.501249846691,424.03202049101753,10369.954041748619,424.0320204910175
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_tg @ d16384 (c4),166.8968847942973,6.754738920878305,59.61016773794379,8.757745007444681,313.0,14.98888477061141,79.16666666666667,5.955856128401879,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,pp2048 @ d16384 (c4),678.0439644202414,0.25261890412921756,173.05587459497622,5.771575810304756,,,,,11858.469291628959,380.4514451312592,11847.016499727033,380.4514451312592,11858.469291628959,380.4514451312592
nvidia/Qwen3.6-35B-A3B-NVFP4,tg128 @ d16384 (c4),179.12200064962084,4.060307736070702,64.42818935544165,10.559074009097246,312.0,12.027745701779143,79.33333333333333,5.2014955114424115,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_pp @ d32768 (c4),5376.562032206718,23.3518157517337,1410.1561859519954,89.62177613739684,,,,,23339.89191323053,1384.90186357404,23326.50428843529,1384.90186357404,23339.89191323053,1384.90186357404
nvidia/Qwen3.6-35B-A3B-NVFP4,ctx_tg @ d32768 (c4),88.37157817225439,1.2235556273920951,44.937146982024395,12.568483395357344,250.66666666666666,6.847546194724712,63.833333333333336,3.8693955887479663,,,,,,
nvidia/Qwen3.6-35B-A3B-NVFP4,pp2048 @ d32768 (c4),313.0316606825699,0.5241916723445799,80.20819089505478,2.080728989840369,,,,,25563.709277737264,646.5051446556271,25550.321652942028,646.5051446556271,25563.709277737264,646.5051446556271
nvidia/Qwen3.6-35B-A3B-NVFP4,tg128 @ d32768 (c4),136.46028561151425,3.5872245162361285,53.779041000340214,11.42209417651227,281.6666666666667,5.2493385826745405,72.83333333333333,5.474689235218947,,,,,,
