model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
LiquidAI/LFM2.5-350M,ctx_pp @ d8192 (c5),86092.67327892389,1371.2421043049324,28626.11308128126,19058.031372560927,,,,,385.57228331143654,128.27158140497883,370.04295000806445,128.27158140497883,385.57228331143654,128.27158140497883
LiquidAI/LFM2.5-350M,ctx_tg @ d8192 (c5),312.2845387589519,27.00528934208144,220.3030886527973,85.44592081603784,345.3473481078444,33.920501000023066,232.4770232363785,118.45010972219762,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d8192 (c5),27876.81735736974,212.71688084009554,11085.421579649033,7002.608921589881,,,,,505.0351942889393,203.8789477526304,489.50586098556704,203.8789477526304,505.0351942889393,203.8789477526304
LiquidAI/LFM2.5-350M,tg32 @ d8192 (c5),227.14167823366935,4.727628475936276,137.33541631542028,77.37307965958612,243.50744455459304,2.8464656994557758,154.35264712759127,99.56651207231539,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d8192 (c2),72612.85556067456,2954.581009587084,51657.287624252145,13998.404855708277,,,,,182.64845145555833,44.54158004240426,170.55275687016547,44.54158004240426,182.64845145555833,44.54158004240426
LiquidAI/LFM2.5-350M,ctx_tg @ d8192 (c2),281.85723325110376,54.66819953124311,243.4492101574108,111.42748291817085,319.93284653747827,73.57729664444582,286.39707737445053,140.36057654971623,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d8192 (c2),25063.350948066047,1020.1065211923213,18001.867433507887,5057.721512050353,,,,,258.9347568185379,68.98426233515629,246.839062233145,68.98426233515627,258.9347568185379,68.98426233515629
LiquidAI/LFM2.5-350M,tg32 @ d8192 (c2),263.172090793531,17.334933977532792,234.75215816627272,89.36122750763258,292.3194161635347,2.690322267958765,273.222281498412,127.10937171827078,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d8192 (c10),89578.19736156869,901.7102538175728,17574.819899754464,14188.955418892963,,,,,643.4517001267523,238.86581225425206,629.4768255359185,238.86581225425206,643.4517001267523,238.86581225425206
LiquidAI/LFM2.5-350M,ctx_tg @ d8192 (c10),336.07711074034535,13.076661735635538,120.04444306747064,71.34266381051194,363.24947979032567,12.142829676339067,136.4490729526873,92.91788364892628,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d8192 (c10),28447.528313147206,198.15198977782578,6497.382944402702,5239.0762191681415,,,,,911.6799138331165,397.3863115343522,897.7050392422827,397.3863115343522,911.6799138331165,397.3863115343522
LiquidAI/LFM2.5-350M,tg32 @ d8192 (c10),227.3265334503541,8.435222352137124,80.18123301651713,60.14139907796225,312.3333333333333,0.4714045207910317,89.20559506310177,73.78006306941886,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d8192 (c1),64782.313261031384,7569.893263600835,64782.313261031384,7569.893263600835,,,,,140.42038874079785,16.273727757338897,128.37058367828527,16.273727757338904,140.42038874079785,16.273727757338897
LiquidAI/LFM2.5-350M,ctx_tg @ d8192 (c1),338.48117639142623,4.178040075374198,338.48117639142623,4.178040075374198,437.14557691187184,45.017305817341445,437.14557691187184,45.017305817341445,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d8192 (c1),22720.723200551078,1916.3507255532888,22720.723200551078,1916.3507255532888,,,,,193.69969439382353,16.289907937946513,181.649889331311,16.289907937946513,193.69969439382353,16.289907937946513
LiquidAI/LFM2.5-350M,tg32 @ d8192 (c1),327.92844393341784,10.512035832264624,327.92844393341784,10.512035832264624,400.84209495872705,37.07008592402462,400.84209495872705,37.07008592402462,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d8192 (c4),81123.97946437441,2264.148420299077,31491.41975589593,18080.907428983304,,,,,336.25546187007177,109.12416476126309,322.1652811625972,109.12416476126309,336.25546187007177,109.12416476126309
LiquidAI/LFM2.5-350M,ctx_tg @ d8192 (c4),306.42435828089106,19.089785540596974,232.51009443949192,80.53652131058118,374.8088651312834,16.8354013201459,298.91627497886054,122.47864812771498,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d8192 (c4),26844.519401319423,465.0594801912256,12046.423142796535,6240.827329459645,,,,,435.236420094346,163.68491399046312,421.14623938687146,163.68491399046312,435.236420094346,163.68491399046312
LiquidAI/LFM2.5-350M,tg32 @ d8192 (c4),232.12511246553353,3.032461698045191,165.24890499097828,86.11223621666862,256.1686984865594,1.9929198558031687,194.0892711536452,120.40904090108131,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d4096 (c5),85329.94081565987,4395.991531113248,23813.525662495464,9619.706010403168,,,,,206.5290999909242,52.16946919650417,192.69069737444326,52.16946919650417,206.5290999909242,52.16946919650417
LiquidAI/LFM2.5-350M,ctx_tg @ d4096 (c5),618.1270543843103,111.64663598121687,281.9346582139609,75.68303186073315,694.0808209836497,82.73130771876328,299.8917539388125,126.10368408378915,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d4096 (c5),42972.44609086638,591.0238028925312,15210.697348350259,8999.98671808889,,,,,349.55709722513956,118.40576418964187,335.7186946086585,118.40576418964186,349.55709722513956,118.40576418964187
LiquidAI/LFM2.5-350M,tg32 @ d4096 (c5),349.2350485389615,8.333031825724891,176.04687472666564,70.80300097097177,375.8195532704322,6.722525122731435,196.094309229029,94.67340016332098,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d4096 (c2),64237.46847243566,9234.453993676258,38421.4896198538,4867.48881916156,,,,,123.02386108785868,17.040914337211213,108.7838754368325,17.040914337211216,123.02386108785868,17.040914337211213
LiquidAI/LFM2.5-350M,ctx_tg @ d4096 (c2),577.6976416209228,110.16086657694076,366.36996858785363,25.46519268148839,669.337399146645,117.87614938667807,429.2182535088362,55.84415121765131,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d4096 (c2),37115.092141036555,1762.0627059408037,27295.075594787213,7557.363577300717,,,,,176.69081268832088,44.98124658544443,162.45082703729472,44.98124658544444,176.69081268832088,44.98124658544443
LiquidAI/LFM2.5-350M,tg32 @ d4096 (c2),340.892243389979,14.415543379110849,262.61059887572605,66.98154757731221,384.9228108948858,6.007320713533704,307.2430206486917,106.33024760837587,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d4096 (c10),93344.93526251556,2605.5772550828638,15600.545925576966,10251.849749604735,,,,,344.7606680604319,112.46303227480661,331.8492238409819,112.4630322748066,344.7606680604319,112.46303227480661
LiquidAI/LFM2.5-350M,ctx_tg @ d4096 (c10),659.1947000328156,57.7509972458339,202.23284888528,84.12302054164651,713.4793841422476,37.6954473442709,218.13689571051412,109.59447312834479,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d4096 (c10),45564.34362311308,139.6801671834447,9864.363835577942,8018.820423270404,,,,,590.6414221972227,237.35978144803548,577.7299779777726,237.3597814480355,590.6414221972227,237.35978144803548
LiquidAI/LFM2.5-350M,tg32 @ d4096 (c10),348.54742242235164,4.074072805743597,105.38945227160062,63.084404096173316,365.6805043090582,3.317122442001711,113.27708425415523,74.398224162628,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d4096 (c1),62218.42034457362,11675.514908328367,62218.42034457362,11675.514908328367,,,,,82.20833322654168,14.84986949104779,68.63529188558459,14.849869491047789,82.20833322654168,14.84986949104779
LiquidAI/LFM2.5-350M,ctx_tg @ d4096 (c1),367.26284239495953,14.642549282665067,367.26284239495953,14.642549282665067,447.8135119506982,80.89974454657755,447.8135119506982,80.89974454657755,,,,,,
LiquidAI/LFM2.5-350M,pp4096 @ d4096 (c1),34275.252754733396,1646.0335276070707,34275.252754733396,1646.0335276070707,,,,,133.35572198654214,5.824011374667679,119.78268064558506,5.824011374667685,133.35572198654214,5.824011374667679
LiquidAI/LFM2.5-350M,tg32 @ d4096 (c1),342.78349587731833,66.28814800090736,342.78349587731833,66.28814800090736,393.01270170395065,44.936560630258526,393.01270170395065,44.936560630258526,,,,,,
