2026-08-30T04:58:16Z 96, 2398, [N/A], 63.51, 71 | 112122 827
2026-08-30T04:58:21Z 96, 2398, [N/A], 62.55, 71 | 112125 827
2026-08-30T04:58:26Z 95, 2392, [N/A], 65.62, 72 | 112131 827
2026-08-30T04:58:32Z 96, 2398, [N/A], 66.39, 74 | 112111 827
2026-08-30T04:58:37Z 96, 2398, [N/A], 66.69, 77 | 112108 827
2026-08-30T04:58:42Z 96, 2398, [N/A], 54.51, 70 | 112127 827
2026-08-30T04:58:47Z 96, 2392, [N/A], 76.87, 75 | 112135 827
2026-08-30T04:58:52Z 96, 2398, [N/A], 33.38, 68 | 112128 827
2026-08-30T04:58:57Z 96, 2398, [N/A], 32.46, 67 | 112119 827
2026-08-30T04:59:02Z 96, 2392, [N/A], 56.71, 69 | 112116 827
2026-08-30T04:59:07Z 96, 2398, [N/A], 55.58, 70 | 112132 827
2026-08-30T04:59:12Z 96, 2392, [N/A], 58.81, 75 | 112107 827
2026-08-30T04:59:17Z 96, 2398, [N/A], 59.51, 71 | 112106 827
2026-08-30T04:59:22Z 96, 2392, [N/A], 64.70, 71 | 112106 827
2026-08-30T04:59:28Z 96, 2398, [N/A], 64.64, 76 | 112096 827
2026-08-30T04:59:33Z 96, 2398, [N/A], 63.91, 75 | 112096 827
2026-08-30T04:59:38Z 96, 2392, [N/A], 63.67, 71 | 112100 827
2026-08-30T04:59:43Z 96, 2398, [N/A], 66.09, 69 | 112112 827
2026-08-30T04:59:48Z 96, 2398, [N/A], 68.14, 70 | 112098 827
2026-08-30T04:59:53Z 96, 2392, [N/A], 66.51, 71 | 112096 827
2026-08-30T04:59:58Z 96, 2398, [N/A], 62.97, 76 | 112157 827
2026-08-30T05:00:03Z 96, 2398, [N/A], 64.37, 71 | 112139 827
2026-08-30T05:00:08Z 96, 2398, [N/A], 59.64, 74 | 112131 827
2026-08-30T05:00:13Z 96, 2398, [N/A], 59.10, 73 | 112102 827
2026-08-30T05:00:18Z 96, 2398, [N/A], 65.12, 71 | 112110 827
2026-08-30T05:00:23Z 96, 2398, [N/A], 57.88, 75 | 112107 827
2026-08-30T05:00:28Z 96, 2398, [N/A], 64.20, 71 | 112088 827
2026-08-30T05:00:34Z 96, 2398, [N/A], 63.60, 76 | 112086 827
2026-08-30T05:00:39Z 96, 2398, [N/A], 65.23, 72 | 112108 827
2026-08-30T05:00:44Z 96, 2398, [N/A], 66.77, 72 | 112118 827
2026-08-30T05:00:49Z 96, 2398, [N/A], 67.35, 70 | 112109 827
2026-08-30T05:00:54Z 96, 2398, [N/A], 66.45, 71 | 112123 827
2026-08-30T05:00:59Z 96, 2392, [N/A], 48.54, 70 | 112143 827
2026-08-30T05:01:04Z 96, 2398, [N/A], 59.90, 74 | 112137 827
2026-08-30T05:01:09Z 96, 2398, [N/A], 58.89, 71 | 112132 827
2026-08-30T05:01:14Z 96, 2385, [N/A], 63.08, 70 | 112109 827
2026-08-30T05:01:19Z 96, 2398, [N/A], 59.58, 73 | 112110 827
2026-08-30T05:01:24Z 96, 2392, [N/A], 57.94, 70 | 112140 827
2026-08-30T05:01:29Z 96, 2398, [N/A], 63.11, 73 | 112132 827
2026-08-30T05:01:34Z 96, 2398, [N/A], 66.28, 73 | 112111 827
2026-08-30T05:01:39Z 96, 2398, [N/A], 61.77, 72 | 112128 827
2026-08-30T05:01:45Z 96, 2398, [N/A], 67.09, 77 | 112131 827
2026-08-30T05:01:50Z 96, 2405, [N/A], 66.57, 77 | 112118 827
2026-08-30T05:01:55Z 96, 2398, [N/A], 65.82, 77 | 112105 827
2026-08-30T05:02:00Z 96, 2392, [N/A], 46.65, 70 | 112106 827
2026-08-30T05:02:05Z 96, 2398, [N/A], 56.49, 72 | 112119 827
2026-08-30T05:02:10Z 96, 2398, [N/A], 56.93, 76 | 112120 827
2026-08-30T05:02:15Z 96, 2398, [N/A], 60.05, 76 | 112108 827
2026-08-30T05:02:20Z 96, 2398, [N/A], 61.38, 76 | 112117 827
2026-08-30T05:02:25Z 96, 2398, [N/A], 60.11, 72 | 112108 827
2026-08-30T05:02:30Z 96, 2398, [N/A], 63.20, 71 | 112120 827
2026-08-30T05:02:35Z 96, 2398, [N/A], 62.13, 70 | 112097 827
2026-08-30T05:02:40Z 96, 2392, [N/A], 63.23, 75 | 112137 827
2026-08-30T05:02:46Z 96, 2392, [N/A], 66.00, 74 | 112123 827
2026-08-30T05:02:51Z 96, 2398, [N/A], 66.41, 74 | 112139 827
2026-08-30T05:02:56Z 96, 2398, [N/A], 66.11, 70 | 112118 827
2026-08-30T05:03:01Z 96, 2392, [N/A], 48.70, 70 | 112121 827
2026-08-30T05:03:06Z 96, 2398, [N/A], 63.22, 70 | 112131 827
2026-08-30T05:03:11Z 96, 2398, [N/A], 57.26, 71 | 112119 827
2026-08-30T05:03:16Z 96, 2392, [N/A], 62.14, 71 | 112097 827
2026-08-30T05:03:21Z 96, 2398, [N/A], 61.21, 73 | 112146 827
2026-08-30T05:03:26Z 96, 2398, [N/A], 60.45, 71 | 112133 827
2026-08-30T05:03:31Z 96, 2398, [N/A], 60.41, 76 | 112150 827
2026-08-30T05:03:37Z 96, 2398, [N/A], 66.50, 71 | 112137 827
2026-08-30T05:03:42Z 96, 2398, [N/A], 62.85, 74 | 112112 827
2026-08-30T05:03:47Z 96, 2385, [N/A], 66.22, 73 | 112120 827
2026-08-30T05:03:52Z 96, 2398, [N/A], 67.01, 71 | 112158 827
2026-08-30T05:03:57Z 96, 2398, [N/A], 66.27, 70 | 112137 827
2026-08-30T05:04:02Z 96, 2398, [N/A], 60.37, 72 | 112139 827
2026-08-30T05:04:07Z 96, 2398, [N/A], 67.90, 71 | 112120 827
2026-08-30T05:04:12Z 96, 2392, [N/A], 73.60, 72 | 112091 827
2026-08-30T05:04:17Z 96, 2398, [N/A], 33.07, 67 | 112100 827
2026-08-30T05:04:22Z 96, 2398, [N/A], 29.59, 65 | 112108 827
2026-08-30T05:04:27Z 96, 2392, [N/A], 55.89, 71 | 112114 827
2026-08-30T05:04:32Z 96, 2392, [N/A], 56.25, 70 | 112118 827
2026-08-30T05:04:37Z 96, 2398, [N/A], 63.46, 71 | 112123 827
2026-08-30T05:04:42Z 96, 2398, [N/A], 58.85, 70 | 112095 827
2026-08-30T05:04:47Z 96, 2398, [N/A], 52.88, 70 | 112120 827
2026-08-30T05:04:53Z 96, 2392, [N/A], 63.98, 75 | 112130 827
2026-08-30T05:04:58Z 96, 2398, [N/A], 64.49, 71 | 112137 827
2026-08-30T05:05:03Z 96, 2392, [N/A], 52.12, 69 | 112154 827
2026-08-30T05:05:08Z 96, 2392, [N/A], 66.31, 70 | 112148 827
2026-08-30T05:05:13Z 96, 2398, [N/A], 67.17, 74 | 112152 827
2026-08-30T05:05:18Z 96, 2398, [N/A], 66.17, 71 | 112132 827
2026-08-30T05:05:23Z 96, 2398, [N/A], 59.46, 73 | 112123 827
2026-08-30T05:05:28Z 96, 2392, [N/A], 63.88, 69 | 112119 827
2026-08-30T05:05:33Z 96, 2398, [N/A], 55.90, 72 | 112144 827
2026-08-30T05:05:38Z 96, 2398, [N/A], 60.13, 75 | 112133 827
2026-08-30T05:05:43Z 96, 2392, [N/A], 58.92, 71 | 112134 827
2026-08-30T05:05:48Z 96, 2398, [N/A], 54.31, 76 | 112113 827
2026-08-30T05:05:54Z 96, 2398, [N/A], 62.62, 71 | 112098 827
2026-08-30T05:05:59Z 96, 2398, [N/A], 64.52, 75 | 112105 827
2026-08-30T05:06:04Z 96, 2392, [N/A], 49.44, 70 | 112112 827
2026-08-30T05:06:09Z 96, 2398, [N/A], 66.60, 76 | 112110 827
2026-08-30T05:06:14Z 96, 2398, [N/A], 66.20, 77 | 112105 827
2026-08-30T05:06:19Z 96, 2392, [N/A], 64.33, 71 | 112110 827
2026-08-30T05:06:24Z 96, 2398, [N/A], 59.53, 74 | 112105 827
2026-08-30T05:06:29Z 96, 2398, [N/A], 58.06, 72 | 112105 827
2026-08-30T05:06:34Z 96, 2398, [N/A], 51.86, 71 | 112115 827
2026-08-30T05:06:39Z 96, 2398, [N/A], 60.64, 73 | 112104 827
2026-08-30T05:06:44Z 96, 2398, [N/A], 60.69, 71 | 112092 827
2026-08-30T05:06:50Z 96, 2392, [N/A], 46.76, 70 | 112091 827
2026-08-30T05:06:55Z 96, 2398, [N/A], 62.45, 72 | 112091 827
2026-08-30T05:07:00Z 96, 2398, [N/A], 61.51, 75 | 112086 827
2026-08-30T05:07:05Z 96, 2405, [N/A], 68.31, 71 | 112101 827
2026-08-30T05:07:10Z 96, 2398, [N/A], 64.50, 76 | 112108 827
2026-08-30T05:07:15Z 96, 2398, [N/A], 64.72, 77 | 112106 827
2026-08-30T05:07:20Z 96, 2398, [N/A], 60.05, 71 | 112096 827
2026-08-30T05:07:25Z 96, 2398, [N/A], 64.62, 74 | 112115 827
2026-08-30T05:07:30Z 96, 2398, [N/A], 62.60, 72 | 112135 827
2026-08-30T05:07:35Z 96, 2392, [N/A], 56.11, 75 | 112123 827
2026-08-30T05:07:40Z 96, 2398, [N/A], 61.62, 73 | 112104 827
2026-08-30T05:07:45Z 96, 2398, [N/A], 60.76, 75 | 112138 827
2026-08-30T05:07:50Z 96, 2392, [N/A], 46.55, 70 | 112108 827
2026-08-30T05:07:56Z 96, 2398, [N/A], 61.22, 70 | 112115 827
2026-08-30T05:08:01Z 96, 2398, [N/A], 60.48, 69 | 112119 827
2026-08-30T05:08:06Z 96, 2398, [N/A], 69.20, 79 | 112128 827
2026-08-30T05:08:11Z 96, 2398, [N/A], 66.99, 70 | 112117 827
2026-08-30T05:08:16Z 96, 2398, [N/A], 63.37, 75 | 112115 827
2026-08-30T05:08:21Z 96, 2392, [N/A], 48.16, 70 | 112107 827
2026-08-30T05:08:26Z 96, 2398, [N/A], 64.17, 76 | 112120 827
2026-08-30T05:08:31Z 96, 2398, [N/A], 64.86, 72 | 112140 827
2026-08-30T05:08:36Z 96, 2392, [N/A], 55.02, 69 | 112126 827
2026-08-30T05:08:41Z 96, 2398, [N/A], 60.40, 76 | 112144 827
2026-08-30T05:08:46Z 96, 2398, [N/A], 59.93, 72 | 112150 827
2026-08-30T05:08:51Z 96, 2398, [N/A], 52.13, 71 | 112117 827
2026-08-30T05:08:56Z 96, 2398, [N/A], 66.12, 69 | 112121 827
2026-08-30T05:09:01Z 96, 2398, [N/A], 60.41, 75 | 112140 827
2026-08-30T05:09:07Z 96, 2385, [N/A], 70.54, 73 | 112145 827
2026-08-30T05:09:12Z 96, 2398, [N/A], 66.20, 75 | 112143 827
2026-08-30T05:09:17Z 96, 2398, [N/A], 61.78, 71 | 112122 827
2026-08-30T05:09:22Z 96, 2392, [N/A], 58.25, 76 | 112135 827
2026-08-30T05:09:27Z 96, 2398, [N/A], 66.79, 71 | 112116 827
2026-08-30T05:09:32Z 96, 2398, [N/A], 67.11, 72 | 112113 827
2026-08-30T05:09:37Z 96, 2398, [N/A], 63.60, 72 | 112113 827
2026-08-30T05:09:42Z 96, 2385, [N/A], 76.71, 75 | 112108 827
2026-08-30T05:09:47Z 96, 2398, [N/A], 61.11, 69 | 112110 827
2026-08-30T05:09:52Z 96, 2398, [N/A], 33.23, 67 | 112123 827
2026-08-30T05:09:57Z 96, 2398, [N/A], 22.04, 63 | 112105 827
2026-08-30T05:10:02Z 96, 2392, [N/A], 55.31, 70 | 112104 827
2026-08-30T05:10:07Z 96, 2392, [N/A], 55.87, 69 | 112100 827
2026-08-30T05:10:12Z 96, 2392, [N/A], 60.31, 71 | 112110 827
2026-08-30T05:10:17Z 96, 2392, [N/A], 58.90, 72 | 112100 827
2026-08-30T05:10:23Z 96, 2392, [N/A], 54.59, 69 | 112115 827
2026-08-30T05:10:28Z 96, 2398, [N/A], 64.18, 73 | 112122 827
2026-08-30T05:10:33Z 96, 2392, [N/A], 65.89, 71 | 112135 827
2026-08-30T05:10:38Z 96, 2398, [N/A], 61.44, 72 | 112145 827
2026-08-30T05:10:43Z 96, 2398, [N/A], 65.42, 76 | 112159 827
2026-08-30T05:10:48Z 96, 2398, [N/A], 65.72, 76 | 112125 827
2026-08-30T05:10:53Z 96, 2398, [N/A], 66.19, 70 | 112137 827
2026-08-30T05:10:58Z 96, 2385, [N/A], 71.23, 72 | 112146 827
2026-08-30T05:11:03Z 96, 2398, [N/A], 63.30, 75 | 112144 827
2026-08-30T05:11:08Z 96, 2398, [N/A], 59.11, 71 | 112141 827
2026-08-30T05:11:13Z 96, 2398, [N/A], 59.07, 71 | 112118 827
2026-08-30T05:11:19Z 96, 2398, [N/A], 65.13, 70 | 112136 827
2026-08-30T05:11:24Z 96, 2392, [N/A], 50.39, 74 | 112119 827
2026-08-30T05:11:29Z 96, 2398, [N/A], 62.15, 71 | 112110 827
2026-08-30T05:11:34Z 96, 2398, [N/A], 62.63, 76 | 112116 827
2026-08-30T05:11:39Z 96, 2392, [N/A], 59.43, 70 | 112113 827
2026-08-30T05:11:44Z 96, 2398, [N/A], 66.33, 72 | 112119 827
2026-08-30T05:11:49Z 96, 2398, [N/A], 66.74, 74 | 112122 827
2026-08-30T05:11:54Z 96, 2392, [N/A], 67.05, 74 | 112122 827
2026-08-30T05:11:59Z 96, 2398, [N/A], 80.57, 77 | 112127 827
2026-08-30T05:12:04Z 96, 2398, [N/A], 58.97, 71 | 112121 827
2026-08-30T05:12:09Z 96, 2392, [N/A], 60.69, 72 | 112129 827
2026-08-30T05:12:15Z 96, 2398, [N/A], 64.62, 71 | 112124 827
2026-08-30T05:12:20Z 96, 2398, [N/A], 58.75, 71 | 112125 827
2026-08-30T05:12:25Z 96, 2392, [N/A], 53.38, 69 | 112136 827
2026-08-30T05:12:30Z 96, 2398, [N/A], 62.93, 71 | 112121 827
2026-08-30T05:12:35Z 96, 2398, [N/A], 64.04, 74 | 112123 827
2026-08-30T05:12:40Z 96, 2398, [N/A], 58.69, 71 | 112135 827
2026-08-30T05:12:45Z 96, 2398, [N/A], 66.64, 76 | 112136 827
2026-08-30T05:12:50Z 96, 2392, [N/A], 66.44, 73 | 112143 827
2026-08-30T05:12:55Z 96, 2398, [N/A], 65.89, 72 | 112136 827
2026-08-30T05:13:00Z 96, 2398, [N/A], 81.45, 77 | 112117 827
2026-08-30T05:13:05Z 96, 2398, [N/A], 58.99, 71 | 112147 827
2026-08-30T05:13:10Z 96, 2398, [N/A], 57.40, 70 | 112141 827
2026-08-30T05:13:16Z 96, 2398, [N/A], 61.15, 72 | 112146 827
2026-08-30T05:13:21Z 96, 2398, [N/A], 60.96, 70 | 112119 827
2026-08-30T05:13:26Z 96, 2392, [N/A], 57.52, 70 | 112138 827
2026-08-30T05:13:31Z 96, 2392, [N/A], 66.57, 74 | 112131 827
2026-08-30T05:13:36Z 96, 2398, [N/A], 62.12, 71 | 112124 827
2026-08-30T05:13:41Z 96, 2398, [N/A], 60.94, 76 | 112112 827
2026-08-30T05:13:46Z 96, 2398, [N/A], 66.25, 76 | 112113 827
2026-08-30T05:13:51Z 96, 2398, [N/A], 66.26, 76 | 112159 827
2026-08-30T05:13:56Z 96, 2398, [N/A], 65.96, 72 | 112125 827
2026-08-30T05:14:01Z 96, 2398, [N/A], 76.85, 77 | 112136 827
2026-08-30T05:14:06Z 96, 2398, [N/A], 57.65, 70 | 112128 827
2026-08-30T05:14:11Z 96, 2398, [N/A], 62.26, 71 | 112115 827
2026-08-30T05:14:17Z 96, 2398, [N/A], 63.11, 69 | 112151 827
2026-08-30T05:14:22Z 96, 2398, [N/A], 64.23, 70 | 112133 827
2026-08-30T05:14:27Z 96, 2398, [N/A], 61.50, 72 | 112136 827
2026-08-30T05:14:32Z 96, 2392, [N/A], 62.69, 70 | 112132 827
2026-08-30T05:14:37Z 96, 2398, [N/A], 66.75, 71 | 112130 827
2026-08-30T05:14:42Z 96, 2398, [N/A], 61.15, 71 | 112138 827
2026-08-30T05:14:47Z 96, 2398, [N/A], 66.28, 73 | 112129 827
2026-08-30T05:14:52Z 96, 2398, [N/A], 66.43, 71 | 112106 827
2026-08-30T05:14:57Z 96, 2398, [N/A], 65.58, 70 | 112109 827
2026-08-30T05:15:02Z 96, 2392, [N/A], 59.64, 74 | 112144 827
2026-08-30T05:15:07Z 96, 2398, [N/A], 59.31, 73 | 112115 827
2026-08-30T05:15:12Z 96, 2398, [N/A], 58.68, 70 | 112125 827
2026-08-30T05:15:17Z 96, 2392, [N/A], 67.22, 79 | 112111 827
2026-08-30T05:15:22Z 96, 2398, [N/A], 60.10, 73 | 112133 827
2026-08-30T05:15:27Z 96, 2398, [N/A], 59.67, 70 | 112138 827
2026-08-30T05:15:32Z 96, 2392, [N/A], 62.66, 76 | 112126 827
2026-08-30T05:15:38Z 96, 2392, [N/A], 67.01, 72 | 112128 827
2026-08-30T05:15:43Z 96, 2398, [N/A], 62.40, 71 | 112149 827
2026-08-30T05:15:48Z 96, 2398, [N/A], 66.87, 69 | 112148 827
2026-08-30T05:15:53Z 96, 2392, [N/A], 66.67, 74 | 112116 827
2026-08-30T05:15:58Z 96, 2398, [N/A], 65.72, 76 | 112133 827
2026-08-30T05:16:03Z 96, 2398, [N/A], 48.80, 70 | 112140 827
2026-08-30T05:16:08Z 96, 2398, [N/A], 61.13, 72 | 112156 827
2026-08-30T05:16:13Z 96, 2398, [N/A], 60.27, 72 | 112140 827
2026-08-30T05:16:18Z 96, 2392, [N/A], 46.83, 70 | 112134 827
2026-08-30T05:16:23Z 96, 2398, [N/A], 60.17, 76 | 112122 827
2026-08-30T05:16:28Z 96, 2398, [N/A], 59.97, 72 | 112125 827
2026-08-30T05:16:33Z 96, 2398, [N/A], 69.85, 72 | 112150 827
2026-08-30T05:16:38Z 96, 2398, [N/A], 66.72, 71 | 112122 827
2026-08-30T05:16:43Z 96, 2398, [N/A], 63.20, 71 | 112107 827
2026-08-30T05:16:48Z 96, 2392, [N/A], 72.15, 76 | 112118 827
2026-08-30T05:16:54Z 96, 2398, [N/A], 64.35, 73 | 112108 827
2026-08-30T05:16:59Z 96, 2398, [N/A], 65.42, 72 | 112108 827
2026-08-30T05:17:04Z 96, 2398, [N/A], 60.03, 74 | 112145 827
2026-08-30T05:17:09Z 96, 2398, [N/A], 64.97, 71 | 112139 827
2026-08-30T05:17:14Z 96, 2398, [N/A], 62.60, 70 | 112127 827
2026-08-30T05:17:19Z 96, 2398, [N/A], 55.54, 70 | 112122 827
2026-08-30T05:17:24Z 96, 2398, [N/A], 62.94, 73 | 112109 827
2026-08-30T05:17:29Z 96, 2398, [N/A], 59.76, 70 | 112130 827
2026-08-30T05:17:34Z 96, 2392, [N/A], 47.16, 71 | 112144 827
2026-08-30T05:17:39Z 96, 2398, [N/A], 65.58, 70 | 112134 827
2026-08-30T05:17:44Z 96, 2398, [N/A], 64.03, 72 | 112123 827
2026-08-30T05:17:49Z 96, 2392, [N/A], 53.95, 71 | 112129 827
2026-08-30T05:17:54Z 96, 2398, [N/A], 65.57, 72 | 112134 827
2026-08-30T05:17:59Z 96, 2398, [N/A], 66.77, 77 | 112114 827
2026-08-30T05:18:05Z 96, 2392, [N/A], 50.70, 71 | 112114 827
2026-08-30T05:18:10Z 96, 2398, [N/A], 65.52, 76 | 112110 827
2026-08-30T05:18:15Z 96, 2398, [N/A], 63.79, 73 | 112127 827
2026-08-30T05:18:20Z 96, 2398, [N/A], 62.27, 77 | 112139 827
2026-08-30T05:18:25Z 96, 2398, [N/A], 59.50, 72 | 112103 827
2026-08-30T05:18:30Z 96, 2398, [N/A], 64.22, 72 | 112136 827
2026-08-30T05:18:35Z 96, 2398, [N/A], 50.41, 71 | 112119 827
2026-08-30T05:18:40Z 96, 2398, [N/A], 60.83, 71 | 112137 827
2026-08-30T05:18:45Z 96, 2398, [N/A], 60.58, 72 | 112123 827
2026-08-30T05:18:50Z 96, 2398, [N/A], 54.36, 72 | 112096 827
2026-08-30T05:18:55Z 96, 2398, [N/A], 65.17, 71 | 112136 827
2026-08-30T05:19:00Z 96, 2392, [N/A], 65.38, 72 | 112118 827
2026-08-30T05:19:05Z 96, 2398, [N/A], 63.05, 77 | 112130 827
2026-08-30T05:19:10Z 96, 2398, [N/A], 63.22, 71 | 112126 827
2026-08-30T05:19:16Z 96, 2398, [N/A], 64.50, 70 | 112155 827
2026-08-30T05:19:21Z 96, 2398, [N/A], 64.25, 77 | 112135 827
2026-08-30T05:19:26Z 96, 2398, [N/A], 63.30, 74 | 112138 827
2026-08-30T05:19:31Z 96, 2398, [N/A], 59.46, 72 | 112124 827
2026-08-30T05:19:36Z 96, 2398, [N/A], 60.68, 72 | 112121 827
2026-08-30T05:19:41Z 96, 2398, [N/A], 60.91, 76 | 112118 827
2026-08-30T05:19:46Z 96, 2398, [N/A], 61.00, 70 | 112109 827
2026-08-30T05:19:51Z 96, 2398, [N/A], 56.80, 71 | 112124 827
2026-08-30T05:19:56Z 96, 2398, [N/A], 67.15, 72 | 112114 827
2026-08-30T05:20:01Z 96, 2398, [N/A], 65.45, 74 | 112106 827
2026-08-30T05:20:06Z 96, 2398, [N/A], 64.53, 72 | 112141 827
2026-08-30T05:20:11Z 96, 2398, [N/A], 64.29, 71 | 112160 827
2026-08-30T05:20:16Z 96, 2398, [N/A], 64.04, 75 | 112140 827
2026-08-30T05:20:21Z 96, 2398, [N/A], 64.09, 74 | 112162 827
2026-08-30T05:20:27Z 96, 2392, [N/A], 76.17, 73 | 112146 827
2026-08-30T05:20:32Z 96, 2398, [N/A], 36.78, 68 | 112141 827
2026-08-30T05:20:37Z 96, 2398, [N/A], 33.89, 67 | 112180 827
2026-08-30T05:20:42Z 96, 2398, [N/A], 30.31, 65 | 112144 827
2026-08-30T05:20:47Z 96, 2392, [N/A], 56.26, 73 | 112155 827
2026-08-30T05:20:52Z 96, 2392, [N/A], 51.76, 69 | 112139 827
2026-08-30T05:20:57Z 96, 2398, [N/A], 61.86, 70 | 112150 827
2026-08-30T05:21:02Z 96, 2398, [N/A], 59.55, 70 | 112156 827
2026-08-30T05:21:07Z 96, 2392, [N/A], 50.41, 70 | 112159 827
2026-08-30T05:21:12Z 96, 2398, [N/A], 64.22, 72 | 112156 827
2026-08-30T05:21:17Z 96, 2398, [N/A], 63.46, 76 | 112146 827
2026-08-30T05:21:22Z 96, 2398, [N/A], 57.37, 73 | 112149 827
2026-08-30T05:21:27Z 96, 2398, [N/A], 66.11, 72 | 112126 827
2026-08-30T05:21:32Z 96, 2398, [N/A], 66.96, 69 | 112114 827
2026-08-30T05:21:38Z 96, 2392, [N/A], 66.77, 72 | 112125 827
2026-08-30T05:21:43Z 96, 2398, [N/A], 60.23, 71 | 112149 827
2026-08-30T05:21:48Z 96, 2392, [N/A], 59.03, 73 | 112114 827
2026-08-30T05:21:53Z 96, 2392, [N/A], 51.35, 70 | 112120 827
2026-08-30T05:21:58Z 96, 2398, [N/A], 62.73, 76 | 112112 827
2026-08-30T05:22:03Z 96, 2398, [N/A], 65.31, 70 | 112136 827
2026-08-30T05:22:08Z 96, 2398, [N/A], 67.47, 71 | 112124 827
2026-08-30T05:22:13Z 96, 2398, [N/A], 63.65, 72 | 112156 827
2026-08-30T05:22:18Z 96, 2398, [N/A], 61.14, 77 | 112171 827
2026-08-30T05:22:23Z 96, 2392, [N/A], 56.60, 70 | 112148 827
2026-08-30T05:22:28Z 96, 2392, [N/A], 66.37, 72 | 112138 827
2026-08-30T05:22:33Z 96, 2398, [N/A], 66.72, 72 | 112140 827
2026-08-30T05:22:38Z 96, 2398, [N/A], 60.89, 71 | 112144 827
2026-08-30T05:22:43Z 96, 2398, [N/A], 62.65, 70 | 112149 827
2026-08-30T05:22:48Z 96, 2398, [N/A], 57.63, 74 | 112140 827
2026-08-30T05:22:53Z 96, 2405, [N/A], 51.49, 70 | 112163 827
2026-08-30T05:22:59Z 96, 2398, [N/A], 62.56, 71 | 112157 827
2026-08-30T05:23:04Z 96, 2398, [N/A], 63.38, 73 | 112135 827
2026-08-30T05:23:09Z 96, 2392, [N/A], 48.38, 70 | 112135 827
2026-08-30T05:23:14Z 96, 2398, [N/A], 62.10, 70 | 112142 827
2026-08-30T05:23:19Z 96, 2398, [N/A], 62.01, 71 | 112121 827
2026-08-30T05:23:24Z 96, 2398, [N/A], 69.42, 74 | 112149 827
2026-08-30T05:23:29Z 96, 2398, [N/A], 65.12, 77 | 112145 827
2026-08-30T05:23:34Z 96, 2398, [N/A], 65.43, 74 | 112148 827
2026-08-30T05:23:39Z 96, 2398, [N/A], 60.39, 77 | 112163 827
2026-08-30T05:23:44Z 96, 2398, [N/A], 64.29, 74 | 112144 827
2026-08-30T05:23:49Z 96, 2405, [N/A], 62.23, 72 | 112169 827
2026-08-30T05:23:54Z 96, 2398, [N/A], 55.72, 73 | 112129 827
2026-08-30T05:23:59Z 96, 2398, [N/A], 64.07, 76 | 112117 827
2026-08-30T05:24:04Z 96, 2398, [N/A], 60.05, 76 | 112133 827
2026-08-30T05:24:10Z 96, 2392, [N/A], 48.37, 71 | 112126 827
2026-08-30T05:24:15Z 96, 2398, [N/A], 61.67, 75 | 112123 827
2026-08-30T05:24:20Z 96, 2398, [N/A], 61.50, 70 | 112140 827
2026-08-30T05:24:25Z 96, 2385, [N/A], 70.42, 71 | 112137 827
2026-08-30T05:24:30Z 96, 2398, [N/A], 66.37, 71 | 112131 827
2026-08-30T05:24:35Z 96, 2398, [N/A], 63.40, 77 | 112127 827
2026-08-30T05:24:40Z 96, 2392, [N/A], 46.54, 71 | 112131 827
2026-08-30T05:24:45Z 96, 2398, [N/A], 64.68, 77 | 112138 827
2026-08-30T05:24:50Z 96, 2398, [N/A], 64.88, 73 | 112120 827
2026-08-30T05:24:55Z 96, 2392, [N/A], 55.01, 71 | 112133 827
2026-08-30T05:25:00Z 96, 2398, [N/A], 60.14, 74 | 112138 827
2026-08-30T05:25:05Z 96, 2398, [N/A], 60.29, 72 | 112144 827
2026-08-30T05:25:11Z 96, 2398, [N/A], 52.62, 71 | 112160 827
2026-08-30T05:25:16Z 96, 2398, [N/A], 66.25, 71 | 112161 827
2026-08-30T05:25:21Z 96, 2392, [N/A], 60.11, 76 | 112139 827
2026-08-30T05:25:26Z 96, 2405, [N/A], 70.62, 75 | 112157 827
2026-08-30T05:25:31Z 96, 2398, [N/A], 67.04, 76 | 112156 827
2026-08-30T05:25:36Z 96, 2398, [N/A], 61.99, 70 | 112162 827
2026-08-30T05:25:41Z 96, 2398, [N/A], 58.44, 77 | 112172 827
2026-08-30T05:25:46Z 96, 2398, [N/A], 67.16, 70 | 112146 827
2026-08-30T05:25:51Z 96, 2398, [N/A], 66.91, 72 | 112135 827
2026-08-30T05:25:56Z 96, 2398, [N/A], 63.60, 72 | 112162 827
2026-08-30T05:26:01Z 96, 2398, [N/A], 58.34, 72 | 112173 827
2026-08-30T05:26:06Z 96, 2398, [N/A], 58.33, 72 | 112157 827
2026-08-30T05:26:11Z 96, 2392, [N/A], 49.39, 71 | 112158 827
2026-08-30T05:26:16Z 96, 2398, [N/A], 63.45, 76 | 112189 827
2026-08-30T05:26:22Z 96, 2398, [N/A], 62.35, 76 | 112173 827
2026-08-30T05:26:27Z 96, 2392, [N/A], 54.81, 71 | 112145 827
2026-08-30T05:26:32Z 96, 2398, [N/A], 62.54, 77 | 112121 827
2026-08-30T05:26:37Z 96, 2398, [N/A], 62.15, 72 | 112127 827
2026-08-30T05:26:42Z 96, 2398, [N/A], 75.08, 77 | 112125 827
2026-08-30T05:26:47Z 96, 2398, [N/A], 65.78, 74 | 112130 827
2026-08-30T05:26:52Z 96, 2398, [N/A], 65.77, 73 | 112155 827
2026-08-30T05:26:57Z 96, 2392, [N/A], 60.80, 76 | 112139 827
2026-08-30T05:27:02Z 96, 2398, [N/A], 63.21, 72 | 112145 827
