model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Qwen/Qwen3.5-0.8B,pp2048,22353.69358850448,1091.7733474976822,22353.69358850448,1091.7733474976822,,,,,105.68956968684991,4.3284129819623365,91.85919468291104,4.3284129819623365,105.68956968684991,4.3284129819623365
Qwen/Qwen3.5-0.8B,tg128,109.19582381624195,1.6490600988109154,109.19582381624195,1.6490600988109154,110.0,1.632993161855452,110.0,1.632993161855452,,,,,,
