model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Qwen/Qwen3.5-0.8B,pp2048,19835.093568298133,265.14057693806393,19835.093568298133,265.14057693806393,,,,,114.86154204855363,1.3721548959943104,103.32009770597021,1.3721548959943104,114.86154204855363,1.3721548959943104
Qwen/Qwen3.5-0.8B,tg128,106.68542570089829,2.921630007286339,106.68542570089829,2.921630007286339,108.0,3.265986323710904,108.0,3.265986323710904,,,,,,
