model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Qwen/Qwen3.5-0.8B,pp2048,20620.277492413865,932.9148996091742,20620.277492413865,932.9148996091742,,,,,111.2255003148069,4.427145472000356,99.53611126790445,4.427145472000356,111.2255003148069,4.427145472000356
Qwen/Qwen3.5-0.8B,tg128,107.54471294436054,5.636246448752806,107.54471294436054,5.636246448752806,108.66666666666667,5.436502143433363,108.66666666666667,5.436502143433363,,,,,,
