model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
LiquidAI/LFM2.5-350M,pp2048 (c10),88714.69282628303,785.821248385313,16169.0035279959,10753.268710269585,,,,,169.88529711961746,56.72302284304604,159.97700560837984,56.72302284304604,169.88529711961746,56.72302284304604
LiquidAI/LFM2.5-350M,tg128 (c10),2140.097287100398,92.52240646093699,279.0996416206324,31.139555246171444,2170.926708684649,96.97504801021499,283.4445110675046,33.35268312578581,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d4096 (c10),92405.29005634347,3445.6988187812426,14913.43784030891,8776.575146709692,,,,,351.1779027680556,110.67326900747322,335.4495694239933,110.67326900747322,351.1779027680556,110.67326900747322
LiquidAI/LFM2.5-350M,ctx_tg @ d4096 (c10),1526.5291211487813,28.144020540974623,230.57078726583146,57.826385950514286,1552.524291549643,41.835082956690336,235.12240321859096,58.71524972276551,,,,,,
LiquidAI/LFM2.5-350M,pp2048 @ d4096 (c10),30288.648689784943,189.61521787122442,5772.791612798377,3534.7518872296896,,,,,466.17736805540824,174.22193289819023,450.4490347113459,174.22193289819023,466.17736805540824,174.22193289819023
LiquidAI/LFM2.5-350M,tg128 @ d4096 (c10),1178.0620652879525,40.48917618034352,181.59567990542888,41.21618704469747,1241.3333333333333,53.26871084938658,186.51810772112228,45.324185028910804,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d8192 (c10),88432.76140683536,612.8622429955589,17059.291348366984,13853.642610909179,,,,,661.0524637779843,240.44652950929245,646.5816718681406,240.44652950929245,661.0524637779843,240.44652950929245
LiquidAI/LFM2.5-350M,ctx_tg @ d8192 (c10),874.764846452089,47.110668833731644,160.11577548789094,39.50741719032731,1192.6666666666667,78.92753357071001,161.61825698557215,48.91013472806412,,,,,,
LiquidAI/LFM2.5-350M,pp2048 @ d8192 (c10),17305.839335506727,58.872225931129535,3769.170140318192,2971.455844924639,,,,,772.4043986294419,324.9380487456461,757.9336067195982,324.9380487456461,772.4043986294419,324.9380487456461
LiquidAI/LFM2.5-350M,tg128 @ d8192 (c10),753.7326516487519,10.334173921240046,131.7842768738972,41.35399763244331,1216.0,58.69128271444292,145.4823953215948,34.378400235658454,,,,,,
LiquidAI/LFM2.5-350M,ctx_pp @ d16384 (c10),79569.253935754,491.12650225621576,16540.144755751702,10733.719016100104,,,,,1320.1710223065068,551.458389415093,1305.5336754613866,551.458389415093,1320.1710223065068,551.458389415093
LiquidAI/LFM2.5-350M,ctx_tg @ d16384 (c10),392.2936198376437,59.15459581839877,98.03348524711919,42.40329539040683,903.3333333333334,157.6543335556904,101.26952008003504,57.99367653327879,,,,,,
LiquidAI/LFM2.5-350M,pp2048 @ d16384 (c10),8602.71273306376,14.791501413814084,1880.9883816260694,1254.7219988492213,,,,,1471.4686221908778,639.1385683598199,1456.8312753457576,639.1385683598199,1471.4686221908778,639.1385683598199
LiquidAI/LFM2.5-350M,tg128 @ d16384 (c10),400.45772952737616,20.07218636830871,80.80676111442386,37.149882945418476,1056.3333333333333,52.474332349783694,110.62525620114407,35.44821872344038,,,,,,
